"position","date_of_birth","caps","goals","club","player_url","name","club_name_detailed","club_url","country","wikidata_item","position_id","club_wikidata_item","club_wikidata_id"
"Defender","1992-01-10",19,0,"Sassuolo","https://en.wikipedia.org/wiki/%C5%A0ime_Vrsaljko","Šime Vrsaljko","U.S. Sassuolo Calcio","https://en.wikipedia.org/wiki/U.S._Sassuolo_Calcio","Croatia","https://www.wikidata.org/wiki/Q391628",2,"https://www.wikidata.org/wiki/Q8603","Q8603"
"Defender","1987-07-17",35,0,"Napoli","https://en.wikipedia.org/wiki/Ivan_Strini%C4%87","Ivan Strinić","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Croatia","https://www.wikidata.org/wiki/Q314083",2,"https://www.wikidata.org/wiki/Q2641","Q2641"
"Midfield","1989-02-02",47,13,"Internazionale","https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87","Ivan Perišić","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Croatia","https://www.wikidata.org/wiki/Q161054",3,"https://www.wikidata.org/wiki/Q631","Q631"
"Defender","1986-02-05",88,4,"Lokomotiv Moscow","https://en.wikipedia.org/wiki/Vedran_%C4%86orluka","Vedran Ćorluka","FC Lokomotiv Moscow","https://en.wikipedia.org/wiki/FC_Lokomotiv_Moscow","Croatia","https://www.wikidata.org/wiki/Q206306",2,"https://www.wikidata.org/wiki/Q29115","Q29115"
"Defender","1995-11-28",3,0,"Bayer Leverkusen","https://en.wikipedia.org/wiki/Tin_Jedvaj","Tin Jedvaj","Bayer 04 Leverkusen","https://en.wikipedia.org/wiki/Bayer_04_Leverkusen","Croatia","https://www.wikidata.org/wiki/Q7807765",2,"https://www.wikidata.org/wiki/Q104761","Q104761"
"Midfield","1988-03-10",76,11,"Barcelona","https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87","Ivan Rakitić","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Croatia","https://www.wikidata.org/wiki/Q115453",3,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1994-05-06",27,1,"Real Madrid","https://en.wikipedia.org/wiki/Mateo_Kova%C4%8Di%C4%87","Mateo Kovačić","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Croatia","https://www.wikidata.org/wiki/Q701297",3,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Forward","1991-06-19",11,4,"1899 Hoffenheim","https://en.wikipedia.org/wiki/Andrej_Kramari%C4%87","Andrej Kramarić","TSG 1899 Hoffenheim","https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim","Croatia","https://www.wikidata.org/wiki/Q502898",4,"https://www.wikidata.org/wiki/Q22707","Q22707"
"Midfield","1985-09-09",90,10,"Real Madrid","https://en.wikipedia.org/wiki/Luka_Modri%C4%87","Luka Modrić","Real Madrid C.F.","https://en.wikipedia.org/wiki/Real_Madrid_C.F.","Croatia","https://www.wikidata.org/wiki/Q483837",3,"https://www.wikidata.org/wiki/Q8682","Q8682"
"Defender","1982-05-01",130,22,"Shakhtar Donetsk","https://en.wikipedia.org/wiki/Darijo_Srna","Darijo Srna","FC Shakhtar Donetsk","https://en.wikipedia.org/wiki/FC_Shakhtar_Donetsk","Croatia","https://www.wikidata.org/wiki/Q184269",2,"https://www.wikidata.org/wiki/Q172969","Q172969"
"Goalkeeper","1990-04-03",4,0,"Hajduk Split","https://en.wikipedia.org/wiki/Lovre_Kalini%C4%87","Lovre Kalinić","HNK Hajduk Split","https://en.wikipedia.org/wiki/HNK_Hajduk_Split","Croatia","https://www.wikidata.org/wiki/Q10512869",1,"https://www.wikidata.org/wiki/Q181216","Q181216"
"Defender","1985-03-18",27,1,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Gordon_Schildenfeld","Gordon Schildenfeld","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q314048",2,"https://www.wikidata.org/wiki/Q172803","Q172803"
"Midfield","1992-11-16",17,4,"Internazionale","https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87","Marcelo Brozović","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Croatia","https://www.wikidata.org/wiki/Q3845710",3,"https://www.wikidata.org/wiki/Q631","Q631"
"Midfield","1995-07-19",3,0,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Marko_Rog","Marko Rog","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q18201931",3,"https://www.wikidata.org/wiki/Q172803","Q172803"
"Forward","1988-01-05",29,11,"Fiorentina","https://en.wikipedia.org/wiki/Nikola_Kalini%C4%87","Nikola Kalinić","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Croatia","https://www.wikidata.org/wiki/Q311368",4,"https://www.wikidata.org/wiki/Q2052","Q2052"
"Forward","1986-05-21",66,24,"Juventus","https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87","Mario Mandžukić","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Croatia","https://www.wikidata.org/wiki/Q187171",4,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Midfield","1997-04-14",2,0,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Ante_%C4%86ori%C4%87","Ante Ćorić","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q16837911",3,"https://www.wikidata.org/wiki/Q172803","Q172803"
"Midfield","1989-02-25",20,1,"Fiorentina","https://en.wikipedia.org/wiki/Milan_Badelj","Milan Badelj","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Croatia","https://www.wikidata.org/wiki/Q433120",3,"https://www.wikidata.org/wiki/Q2052","Q2052"
"Forward","1995-05-06",8,1,"Dinamo Zagreb","https://en.wikipedia.org/wiki/Marko_Pjaca","Marko Pjaca","GNK Dinamo Zagreb","https://en.wikipedia.org/wiki/GNK_Dinamo_Zagreb","Croatia","https://www.wikidata.org/wiki/Q15039855",4,"https://www.wikidata.org/wiki/Q172803","Q172803"
"Defender","1989-04-29",38,1,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Domagoj_Vida","Domagoj Vida","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Croatia","https://www.wikidata.org/wiki/Q314227",2,"https://www.wikidata.org/wiki/Q179075","Q179075"
"Forward","1990-02-01",4,0,"Málaga","https://en.wikipedia.org/wiki/Duje_%C4%8Cop","Duje Čop","Málaga CF","https://en.wikipedia.org/wiki/M%C3%A1laga_CF","Croatia","https://www.wikidata.org/wiki/Q1283439",4,"https://www.wikidata.org/wiki/Q8857","Q8857"
"Goalkeeper","1984-10-27",21,0,"Monaco","https://en.wikipedia.org/wiki/Danijel_Suba%C5%A1i%C4%87","Danijel Subašić","AS Monaco FC","https://en.wikipedia.org/wiki/AS_Monaco_FC","Croatia","https://www.wikidata.org/wiki/Q358075",1,"https://www.wikidata.org/wiki/Q180305","Q180305"
"Goalkeeper","1992-05-11",37,0,"Chelsea","https://en.wikipedia.org/wiki/Thibaut_Courtois","Thibaut Courtois","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Belgium","https://www.wikidata.org/wiki/Q73360",1,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Defender","1989-03-02",55,1,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Toby_Alderweireld","Toby Alderweireld","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q128840",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Defender","1985-11-14",53,1,"Barcelona","https://en.wikipedia.org/wiki/Thomas_Vermaelen","Thomas Vermaelen","FC Barcelona","https://en.wikipedia.org/wiki/FC_Barcelona","Belgium","https://www.wikidata.org/wiki/Q184177",2,"https://www.wikidata.org/wiki/Q7156","Q7156"
"Midfield","1988-05-04",19,4,"Roma","https://en.wikipedia.org/wiki/Radja_Nainggolan","Radja Nainggolan","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Belgium","https://www.wikidata.org/wiki/Q517192",3,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Defender","1987-04-24",77,6,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Jan_Vertonghen","Jan Vertonghen","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q313170",2,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Midfield","1989-01-12",67,6,"Zenit Saint Petersburg","https://en.wikipedia.org/wiki/Axel_Witsel","Axel Witsel","FC Zenit Saint Petersburg","https://en.wikipedia.org/wiki/FC_Zenit_Saint_Petersburg","Belgium","https://www.wikidata.org/wiki/Q151838",3,"https://www.wikidata.org/wiki/Q29108","Q29108"
"Forward","1991-06-28",39,12,"Manchester City","https://en.wikipedia.org/wiki/Kevin_De_Bruyne","Kevin De Bruyne","Manchester City F.C.","https://en.wikipedia.org/wiki/Manchester_City_F.C.","Belgium","https://www.wikidata.org/wiki/Q357984",4,"https://www.wikidata.org/wiki/Q50602","Q50602"
"Midfield","1987-11-22",68,15,"Manchester United","https://en.wikipedia.org/wiki/Marouane_Fellaini","Marouane Fellaini","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Belgium","https://www.wikidata.org/wiki/Q275169",3,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Forward","1993-05-13",44,12,"Everton","https://en.wikipedia.org/wiki/Romelu_Lukaku","Romelu Lukaku","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Belgium","https://www.wikidata.org/wiki/Q313316",4,"https://www.wikidata.org/wiki/Q5794","Q5794"
"Forward","1991-01-07",65,13,"Chelsea","https://en.wikipedia.org/wiki/Eden_Hazard","Eden Hazard","Chelsea F.C.","https://en.wikipedia.org/wiki/Chelsea_F.C.","Belgium","https://www.wikidata.org/wiki/Q214204",4,"https://www.wikidata.org/wiki/Q9616","Q9616"
"Forward","1993-09-04",4,0,"Atlético Madrid","https://en.wikipedia.org/wiki/Yannick_Ferreira_Carrasco","Yannick Ferreira Carrasco","Atlético Madrid","https://en.wikipedia.org/wiki/Atl%C3%A9tico_Madrid","Belgium","https://www.wikidata.org/wiki/Q4284482",4,"https://www.wikidata.org/wiki/Q8701","Q8701"
"Goalkeeper","1988-03-06",16,0,"Liverpool","https://en.wikipedia.org/wiki/Simon_Mignolet","Simon Mignolet","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q125460",1,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Goalkeeper","1979-05-31",9,0,"Mechelen","https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Gillet","Jean-François Gillet","KV Mechelen","https://en.wikipedia.org/wiki/KV_Mechelen","Belgium","https://www.wikidata.org/wiki/Q509996",1,"https://www.wikidata.org/wiki/Q113000","Q113000"
"Forward","1987-05-06",45,8,"Napoli","https://en.wikipedia.org/wiki/Dries_Mertens","Dries Mertens","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Belgium","https://www.wikidata.org/wiki/Q11954",4,"https://www.wikidata.org/wiki/Q2641","Q2641"
"Defender","1995-06-28",7,0,"Galatasaray","https://en.wikipedia.org/wiki/Jason_Denayer","Jason Denayer","Galatasaray S.K. (football)","https://en.wikipedia.org/wiki/Galatasaray_S.K._(football)","Belgium","https://www.wikidata.org/wiki/Q17517046",2,"https://www.wikidata.org/wiki/Q495299","Q495299"
"Defender","1991-09-12",5,0,"Club Brugge","https://en.wikipedia.org/wiki/Thomas_Meunier","Thomas Meunier","Club Brugge KV","https://en.wikipedia.org/wiki/Club_Brugge_KV","Belgium","https://www.wikidata.org/wiki/Q2036160",2,"https://www.wikidata.org/wiki/Q190916","Q190916"
"Forward","1995-04-18",19,3,"Liverpool","https://en.wikipedia.org/wiki/Divock_Origi","Divock Origi","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q4254043",4,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Defender","1991-02-24",0,0,"Genk","https://en.wikipedia.org/wiki/Christian_Kabasele","Christian Kabasele","K.R.C. Genk","https://en.wikipedia.org/wiki/K.R.C._Genk","Belgium","https://www.wikidata.org/wiki/Q2057994",2,"https://www.wikidata.org/wiki/Q216032","Q216032"
"Midfield","1987-07-16",65,5,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Moussa_Demb%C3%A9l%C3%A9_(Belgian_footballer)","Moussa Dembélé","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Belgium","https://www.wikidata.org/wiki/Q59194",3,"https://www.wikidata.org/wiki/Q18741","Q18741"
"Forward","1990-12-03",26,6,"Liverpool","https://en.wikipedia.org/wiki/Christian_Benteke","Christian Benteke","Liverpool F.C.","https://en.wikipedia.org/wiki/Liverpool_F.C.","Belgium","https://www.wikidata.org/wiki/Q60326",4,"https://www.wikidata.org/wiki/Q1130849","Q1130849"
"Defender","1994-07-25",4,0,"Oostende","https://en.wikipedia.org/wiki/Jordan_Lukaku","Jordan Lukaku","K.V. Oostende","https://en.wikipedia.org/wiki/K.V._Oostende","Belgium","https://www.wikidata.org/wiki/Q3323347",2,"https://www.wikidata.org/wiki/Q370206","Q370206"
"Forward","1993-10-02",5,2,"Marseille","https://en.wikipedia.org/wiki/Michy_Batshuayi","Michy Batshuayi","Olympique de Marseille","https://en.wikipedia.org/wiki/Olympique_de_Marseille","Belgium","https://www.wikidata.org/wiki/Q2301910",4,"https://www.wikidata.org/wiki/Q132885","Q132885"
"Defender","1985-08-05",11,1,"Montreal Impact","https://en.wikipedia.org/wiki/Laurent_Ciman","Laurent Ciman","Montreal Impact","https://en.wikipedia.org/wiki/Montreal_Impact","Belgium","https://www.wikidata.org/wiki/Q1100297",2,"https://www.wikidata.org/wiki/Q167615","Q167615"
"Goalkeeper","1978-01-28",157,0,"Juventus","https://en.wikipedia.org/wiki/Gianluigi_Buffon","Gianluigi Buffon","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q68060",1,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Defender","1992-10-20",22,0,"Milan","https://en.wikipedia.org/wiki/Mattia_De_Sciglio","Mattia De Sciglio","A.C. Milan","https://en.wikipedia.org/wiki/A.C._Milan","Italy","https://www.wikidata.org/wiki/Q379805",2,"https://www.wikidata.org/wiki/Q1543","Q1543"
"Defender","1984-08-14",84,6,"Juventus","https://en.wikipedia.org/wiki/Giorgio_Chiellini","Giorgio Chiellini","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q80306",2,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Defender","1989-12-02",22,1,"Manchester United","https://en.wikipedia.org/wiki/Matteo_Darmian","Matteo Darmian","Manchester United F.C.","https://en.wikipedia.org/wiki/Manchester_United_F.C.","Italy","https://www.wikidata.org/wiki/Q44788",2,"https://www.wikidata.org/wiki/Q18656","Q18656"
"Defender","1988-05-23",11,0,"West Ham United","https://en.wikipedia.org/wiki/Angelo_Ogbonna","Angelo Ogbonna","West Ham United F.C.","https://en.wikipedia.org/wiki/West_Ham_United_F.C.","Italy","https://www.wikidata.org/wiki/Q312937",2,"https://www.wikidata.org/wiki/Q18747","Q18747"
"Midfield","1987-02-28",38,4,"Lazio","https://en.wikipedia.org/wiki/Antonio_Candreva","Antonio Candreva","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q32556",3,"https://www.wikidata.org/wiki/Q2609","Q2609"
"Forward","1991-06-25",11,1,"Juventus","https://en.wikipedia.org/wiki/Simone_Zaza","Simone Zaza","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q3961288",4,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Midfield","1991-03-11",17,2,"Roma","https://en.wikipedia.org/wiki/Alessandro_Florenzi","Alessandro Florenzi","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q1378371",3,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Forward","1985-07-15",13,5,"Southampton","https://en.wikipedia.org/wiki/Graziano_Pell%C3%A8","Graziano Pellè","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Italy","https://www.wikidata.org/wiki/Q218680",4,"https://www.wikidata.org/wiki/Q18732","Q18732"
"Midfield","1982-08-28",26,1,"Paris Saint-Germain","https://en.wikipedia.org/wiki/Thiago_Motta","Thiago Motta","Paris Saint-Germain F.C.","https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.","Italy","https://www.wikidata.org/wiki/Q191885",3,"https://www.wikidata.org/wiki/Q483020","Q483020"
"Forward","1990-02-20",13,1,"Torino","https://en.wikipedia.org/wiki/Ciro_Immobile","Ciro Immobile","Torino F.C.","https://en.wikipedia.org/wiki/Torino_F.C.","Italy","https://www.wikidata.org/wiki/Q458101",4,"https://www.wikidata.org/wiki/Q2768","Q2768"
"Goalkeeper","1987-01-12",16,0,"Paris Saint-Germain","https://en.wikipedia.org/wiki/Salvatore_Sirigu","Salvatore Sirigu","Paris Saint-Germain F.C.","https://en.wikipedia.org/wiki/Paris_Saint-Germain_F.C.","Italy","https://www.wikidata.org/wiki/Q299779",1,"https://www.wikidata.org/wiki/Q483020","Q483020"
"Goalkeeper","1983-02-07",11,0,"Lazio","https://en.wikipedia.org/wiki/Federico_Marchetti","Federico Marchetti","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q80128",1,"https://www.wikidata.org/wiki/Q2609","Q2609"
"Midfield","1993-03-09",1,0,"Juventus","https://en.wikipedia.org/wiki/Stefano_Sturaro","Stefano Sturaro","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q15731856",3,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Defender","1981-05-08",56,0,"Juventus","https://en.wikipedia.org/wiki/Andrea_Barzagli","Andrea Barzagli","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q107051",2,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Midfield","1983-07-24",103,18,"Roma","https://en.wikipedia.org/wiki/Daniele_De_Rossi","Daniele De Rossi","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q168497",3,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Forward","1986-11-15",10,2,"Internazionale","https://en.wikipedia.org/wiki/%C3%89der_(Italian_footballer)","Éder","Inter Milan","https://en.wikipedia.org/wiki/Inter_Milan","Italy","https://www.wikidata.org/wiki/Q167698",4,"https://www.wikidata.org/wiki/Q631","Q631"
"Midfield","1985-01-25",20,0,"Lazio","https://en.wikipedia.org/wiki/Marco_Parolo","Marco Parolo","S.S. Lazio","https://en.wikipedia.org/wiki/S.S._Lazio","Italy","https://www.wikidata.org/wiki/Q949938",3,"https://www.wikidata.org/wiki/Q2609","Q2609"
"Defender","1987-05-01",57,3,"Juventus","https://en.wikipedia.org/wiki/Leonardo_Bonucci","Leonardo Bonucci","Juventus F.C.","https://en.wikipedia.org/wiki/Juventus_F.C.","Italy","https://www.wikidata.org/wiki/Q208050",2,"https://www.wikidata.org/wiki/Q1422","Q1422"
"Forward","1991-06-04",9,2,"Napoli","https://en.wikipedia.org/wiki/Lorenzo_Insigne","Lorenzo Insigne","S.S.C. Napoli","https://en.wikipedia.org/wiki/S.S.C._Napoli","Italy","https://www.wikidata.org/wiki/Q1756086",4,"https://www.wikidata.org/wiki/Q2641","Q2641"
"Midfield","1994-02-16",4,0,"Fiorentina","https://en.wikipedia.org/wiki/Federico_Bernardeschi","Federico Bernardeschi","ACF Fiorentina","https://en.wikipedia.org/wiki/ACF_Fiorentina","Italy","https://www.wikidata.org/wiki/Q15220993",3,"https://www.wikidata.org/wiki/Q2052","Q2052"
"Midfield","1992-10-27",19,3,"Roma","https://en.wikipedia.org/wiki/Stephan_El_Shaarawy","Stephan El Shaarawy","A.S. Roma","https://en.wikipedia.org/wiki/A.S._Roma","Italy","https://www.wikidata.org/wiki/Q12984",3,"https://www.wikidata.org/wiki/Q2739","Q2739"
"Midfield","1985-05-05",25,3,"Bologna","https://en.wikipedia.org/wiki/Emanuele_Giaccherini","Emanuele Giaccherini","Bologna F.C. 1909","https://en.wikipedia.org/wiki/Bologna_F.C._1909","Italy","https://www.wikidata.org/wiki/Q195878",3,"https://www.wikidata.org/wiki/Q1893","Q1893"
"Goalkeeper","1984-10-23",18,0,"Sheffield Wednesday","https://en.wikipedia.org/wiki/Keiren_Westwood","Keiren Westwood","Sheffield Wednesday F.C.","https://en.wikipedia.org/wiki/Sheffield_Wednesday_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q357664",1,"https://www.wikidata.org/wiki/Q19498","Q19498"
"Defender","1988-10-11",34,0,"Everton","https://en.wikipedia.org/wiki/S%C3%A9amus_Coleman","Séamus Coleman","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q316724",2,"https://www.wikidata.org/wiki/Q5794","Q5794"
"Defender","1989-09-26",17,2,"Aston Villa","https://en.wikipedia.org/wiki/Ciaran_Clark","Ciaran Clark","Aston Villa F.C.","https://en.wikipedia.org/wiki/Aston_Villa_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q350976",2,"https://www.wikidata.org/wiki/Q18711","Q18711"
"Defender","1981-04-30",111,3,"Sunderland","https://en.wikipedia.org/wiki/John_O'Shea","John O'Shea","Sunderland A.F.C.","https://en.wikipedia.org/wiki/Sunderland_A.F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q306351",2,"https://www.wikidata.org/wiki/Q18739","Q18739"
"Defender","1986-08-11",12,1,"Derby County","https://en.wikipedia.org/wiki/Richard_Keogh","Richard Keogh","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q210755",2,"https://www.wikidata.org/wiki/Q19470","Q19470"
"Midfield","1984-01-13",71,2,"Stoke City","https://en.wikipedia.org/wiki/Glenn_Whelan","Glenn Whelan","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q316698",3,"https://www.wikidata.org/wiki/Q18736","Q18736"
"Midfield","1986-04-04",82,5,"Sheffield Wednesday","https://en.wikipedia.org/wiki/Aiden_McGeady","Aiden McGeady","Sheffield Wednesday F.C.","https://en.wikipedia.org/wiki/Sheffield_Wednesday_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q208700",3,"https://www.wikidata.org/wiki/Q19498","Q19498"
"Midfield","1990-11-12",35,0,"Everton","https://en.wikipedia.org/wiki/James_McCarthy_(footballer)","James McCarthy","Everton F.C.","https://en.wikipedia.org/wiki/Everton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q529013",3,"https://www.wikidata.org/wiki/Q5794","Q5794"
"Forward","1987-01-22",63,16,"Southampton","https://en.wikipedia.org/wiki/Shane_Long","Shane Long","Southampton F.C.","https://en.wikipedia.org/wiki/Southampton_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q297964",4,"https://www.wikidata.org/wiki/Q18732","Q18732"
"Forward","1980-07-08",143,67,"LA Galaxy","https://en.wikipedia.org/wiki/Robbie_Keane","Robbie Keane","LA Galaxy","https://en.wikipedia.org/wiki/LA_Galaxy","Republic of Ireland","https://www.wikidata.org/wiki/Q184612",4,"https://www.wikidata.org/wiki/Q204357","Q204357"
"Midfield","1989-04-22",38,5,"West Bromwich Albion","https://en.wikipedia.org/wiki/James_McClean","James McClean","West Bromwich Albion F.C.","https://en.wikipedia.org/wiki/West_Bromwich_Albion_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q284784",3,"https://www.wikidata.org/wiki/Q18744","Q18744"
"Defender","1992-01-01",3,0,"Blackburn Rovers","https://en.wikipedia.org/wiki/Shane_Duffy","Shane Duffy","Blackburn Rovers F.C.","https://en.wikipedia.org/wiki/Blackburn_Rovers_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q2627900",2,"https://www.wikidata.org/wiki/Q19446","Q19446"
"Midfield","1992-01-31",21,0,"Derby County","https://en.wikipedia.org/wiki/Jeff_Hendrick","Jeff Hendrick","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q390793",3,"https://www.wikidata.org/wiki/Q19470","Q19470"
"Forward","1983-09-20",39,10,"Stoke City","https://en.wikipedia.org/wiki/Jonathan_Walters","Jonathan Walters","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q319810",4,"https://www.wikidata.org/wiki/Q18736","Q18736"
"Defender","1992-09-30",5,1,"Derby County","https://en.wikipedia.org/wiki/Cyrus_Christie","Cyrus Christie","Derby County F.C.","https://en.wikipedia.org/wiki/Derby_County_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q5201080",2,"https://www.wikidata.org/wiki/Q19470","Q19470"
"Goalkeeper","1976-04-20",134,0,"Stoke City","https://en.wikipedia.org/wiki/Shay_Given","Shay Given","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q215812",1,"https://www.wikidata.org/wiki/Q18736","Q18736"
"Defender","1985-08-20",33,3,"Burnley","https://en.wikipedia.org/wiki/Stephen_Ward_(footballer)","Stephen Ward","Burnley F.C.","https://en.wikipedia.org/wiki/Burnley_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q334576",2,"https://www.wikidata.org/wiki/Q19458","Q19458"
"Midfield","1989-05-29",16,0,"Hull City","https://en.wikipedia.org/wiki/David_Meyler","David Meyler","Hull City A.F.C.","https://en.wikipedia.org/wiki/Hull_City_A.F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q126332",3,"https://www.wikidata.org/wiki/Q19477","Q19477"
"Midfield","1992-01-14",23,4,"Norwich City","https://en.wikipedia.org/wiki/Robbie_Brady","Robbie Brady","Norwich City F.C.","https://en.wikipedia.org/wiki/Norwich_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q45538",3,"https://www.wikidata.org/wiki/Q18721","Q18721"
"Midfield","1982-05-20",30,2,"Norwich City","https://en.wikipedia.org/wiki/Wes_Hoolahan","Wes Hoolahan","Norwich City F.C.","https://en.wikipedia.org/wiki/Norwich_City_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q1100531",3,"https://www.wikidata.org/wiki/Q18721","Q18721"
"Forward","1983-03-15",20,0,"Ipswich Town","https://en.wikipedia.org/wiki/Daryl_Murphy","Daryl Murphy","Ipswich Town F.C.","https://en.wikipedia.org/wiki/Ipswich_Town_F.C.","Republic of Ireland","https://www.wikidata.org/wiki/Q2447742",4,"https://www.wikidata.org/wiki/Q9653","Q9653"
